,title,author,date,content
176,La Nasa s’intéresse de près aux Ovnis,LE MATIN 10 juin 2022 à 15:09,10 juin 2022 à 15:09,"La chasse aux Ovnis est lancée. La NASA a annoncé qu'elle allait commencer une étude sur les phénomènes aérospatiaux non identifiés, à savoir les ovnis, un sujet qui fascine depuis longtemps le public, dans le cadre d'une nouvelle poussée vers une science à haut risque et à fort impact. La Nasa a réuni une équipe pour étudier les phénomènes aériens non identifiés (UAP) – communément décrits comme des ovnis ou des objets volants non identifiés, a annoncé l'agence. Le budget du projet ne dépassera pas 100 000 dollars, a déclaré Dan Evans, le responsable de la NASA chargé de superviser l'étude.  Il faudra environ neuf mois pour mener l'étude, qui s'appuiera sur des données collectées par des gouvernements, des entreprises privées, des organisations à but non lucratif et même des civils, a déclaré la NASA. “Compte tenu de la rareté des observations, notre première tâche consiste simplement à rassembler l'ensemble de données le plus robuste possible”, explique David Spergel, futur dirigeant de l'étude et astrophysicien.  “Nous identifierons quelles données des civils, du gouvernement, des organisations à but non lucratif, des entreprises existent, quelles autres données nous devrions essayer de collecter et comment les analyser au mieux”, a-t-il ajouté. Les futures conclusions de l'équipe seront ensuite publiées. “Conformément aux principes d'ouverture, de transparence et d'intégrité scientifique de la Nasa, ce rapport sera partagé publiquement “, a déclaré, pour sa part, Dan Evans."
177,Maroc-Afrique du Sud : Sofyan Amrabat marche sur l’eau et se distingue du lot,Youssef Moutmaine,10 juin 2022 à 14:42,"Vivement critiqué lors de la dernière Coupe d’Afrique des nations, notamment à cause de ses relances souvent ratées, Sofyan Amrabat est apparu sous un nouveau visage, d’abord aux États-Unis à Cincinnati puis jeudi au complexe Moulay Abdellah face à l’Afrique du Sud. Très lucide en phase de récupération et appliqué sur les services, le frère cadet de Noureddine a fait étalage de son talent lors des dernières 180 minutes. En choisissant de développer son jeu en Italie (d’abord avec le Hellas Vérone puis dans les rangs de la Fiorentina), Sofyan Amrabat a réalisé un excellent choix de carrière, qui commence à se répercuter sur ses prestations en sélection nationale. En effet, les supporters de la sélection nationale A étaient réjouis d’observer une véritable sentinelle de classe mondiale, d’abord mercredi dernier à Cincinnati, malgré la lourde défaite (3-0) face aux États-Unis, puis jeudi au complexe Moulay Abdellah de Rabat contre l’Afrique du Sud (2-1). Véritable maillon fort entre la défense et la ligne médiane, dans le 4-1-3-2 aligné par Vahid Halilhodzic, jeudi, Sofyan Amrabat a hérité d’un rôle majeur qu’il a parfaitement rempli. L’international marocain était redoutable en récupération, privant souvent les attaquants de Hugo Broos des deuxièmes ballons et s’imposant dans la majorité écrasante de ses duels avec Percy Tau et compagnie. Sa rapidité et sa puissance physique ont donné du fil à retordre aux médians adverses, sans oublier ses dribbles au timing parfait, sans jamais faire le show ou sombrer dans l’individualisme. Outre le volet défensif, c’est surtout son apport aux attaquants qui a capté l’attention jeudi. En effet, Sofyan Amrabat est impliqué sur les deux buts marqués par le Maroc face à l’Afrique du Sud. Sur le premier but de Youssef En-Nesyri, il a réussi une passe enroulée à 40 mètres de la surface, qui a permis à Romain Saïss de servir l’attaquant du FC Séville. Plus tard en seconde période, c’est le même Amrabat qui a lancé l’offensive menant au but d’El Kaâbi, une action qui l’a vu lancer Ounahi dans l’axe, avant que ce dernier ne serve Amine Harit à son tour. C’est cette justesse en phase relance qui avait manqué à Sofyan au Cameroun, à l’occasion de la CAN 2021, et qui lui avait valu une avalanche de critiques de la part des supporters marocains. Heureusement, cette période semble définitivement révolue et la sentinelle marocaine semble en pleine possession de ses moyens en cette fin de saison."
178,Mehdi Bensaïd : Fès possède toutes les opportunités pour davantage d’investissements dans la culture,Ouafaa Bennani,10 juin 2022 à 13:42,"Toujours fidèle à sa devise qui est l’ouverture et le dialogue avec l’autre, le Festival de Fès des musiques sacrées du monde a, encore une fois, gagné le pari avec sa grandiose soirée d’ouverture, présidée par son Altesse Royale la Princesse Lalla Hasnaa. Un grand challenge remporté suite à deux années d’absence, causée par la pandémie de la Covid-19. Mais, le succès était au rendez-vous, à travers les beaux tableaux offerts par des artistes de grands talents venus d’Inde, d’Iran, du Tibet, d’Espagne et du Maroc. Puis, les fusions de haut niveau entre Maziy ar Ghasemi d’Iran et le grand chœur Sama de Fès dirigé par Nouredine Tahiri du Maroc, entre Lobsang Chonzor, barde de l’Himalaya (chant et luth dranyen du Tibet), Aziz Erradi (chant et guembri avec l’ensemble Gnawa) et Amine Tewfik du Maroc et autres. De belles surprises qui ont enchanté le public présent grâce au magnifique brassage de civilisations et de cultures, accompagnées d’une merveilleuse projection en mapping. Une reprise de bon augure pour la ville de Fès, puisqu’elle apporte avec elle une belle programmation et un nouveau souffle aussi original qui découle de la thématique choisie portant sur «L’architecture et le sacré» et que le président du Festival, Abderrafia Zouitene, a qualifié de renouveau et de retour à la vie. «Le festival renoue avec la ville de Fès et c’est une occasion pour renouer avec les festivaliers qui ont apprécié le spectacle qui a montré les différents lieux emblématiques du rapport de l’Homme avec le divin. Notre pays incarne bien cela à travers plusieurs monuments, comme la grande mosquée Hassan II, la Qaraouiyine, et autres lieux de culte des autres religions qui montrent l’esprit de tolérance et de dialogue des cultures et religions que notre pays symbolise». Le président du Festival n’a pas manqué de souligner que cet événement a, aussi, des retombées économiques positives sur la ville de Fès avec plus d’arrivées dans les hôtels et restaurants, la vente de produits d’artisanat... «Tout cela contribue à créer une dynamique et une accélération au niveau de l’activité économique de Fès. C’est par la culture que la ville de Fès pourra être relancée sur le plan de l’activité économique». Une idée rejointe par le ministre de la Jeunesse, de la culture et de la communication, Mehdi Bensaïd, qui a assuré que Fès possède toutes les opportunités plausibles devant elle, afin qu’il y ait davantage d’investissements dans la culture. «Donc, aujourd’hui il faut se féliciter de ce genre de festival qui a une portée pas uniquement nationale, mais internationale. Il faut qu’il y ait une animation culturelle tout au long de l’année pour faire de Fès et d’autres villes du Maroc des plateformes culturelles qui vont apporter de l’investissement à leur population locale. Car, la culture c’est aussi de l’économie», indique Bensaïd. À noter que pour illustrer, encore une fois, l’immense diversité des voix spirituelles à travers les civilisations, cette 26e édition a programmé des artistes venus de plus de 15 pays, avec des noms très célèbres comme les Roohani Sisters qui se produisent pour la première fois à l’étranger et comptent parmi les plus grandes interprètes du soufisme indien, les Onikki Muqams d’Asie centrale, puis la création du pianiste et compositeur Michaël Levinas accompagné de la soprano Marion Grange, autour des poèmes de Paul Celan, issues de son oratorio «La Passion selon Marc» et d’autres pièces de création inspirées du kaddish de la tradition hébraïque. Il y a, aussi, la fusion entre le jazz oriental du trompettiste Ibrahim Maalouf et les musiques balkaniques du très cosmopolite Haïdouti Orkestar pour rendre hommage à la dimension à la fois profane et sacrée de la fête. Un superbe métissage de cultures musicales soufies par lesquelles le festival renoue avec son fidèle public."
179,Eau potable : Mise en service du projet de sécurisation de l'alimentation du Sud du Grand Casablanca (ONEE),LE MATIN 10 juin 2022 à 13:17,10 juin 2022 à 13:17,"L’Office National de l’Electricité et de l’Eau Potable (ONEE) a procédé à la mise en service industrielle de la première tranche d’un important projet de sécurisation de l’approvisionnement en eau potable de la zone Sud du Grand Casablanca à partir des installations de production d’eau potable traitant les eaux du barrage Sidi Mohamed Ben Abdellah, indique un communiqué de l'ONEE.

Ce projet de grande envergure, qui s’inscrit dans le cadre du Programme National d’Approvisionnement en Eau Potable et d’Irrigation (PNAEPI) 2020-2027 dont la convention a été signée le 13 Janvier 2020 devant SM le Roi Mohammed VI, vise à sécuriser l’alimentation en eau potable de la zone Sud de la ville de Casablanca, à travers la réalisation d’une liaison hydraulique entre le Nord et le Sud de la ville, pour faire face aux effets du déficit hydrique que connait le bassin de l’Oum Er Rbiaâ et qui s’est répercuté sur les volumes mobilisés au niveau des barrages situés dans ce bassin, précise la même source.

D’un coût d’environ 180 millions de dirhams, ce projet comprend principalement la pose d’une conduite sur un linéaire d’environ 7,5 km, essentiellement en acier revêtu de diamètre 2000 mm, reliant l’adduction existante de Bouregreg alimentant le nord de la ville de Casablanca et le réservoir de distribution de Médiouna situé au sud de la ville. Cette nouvelle conduite permettra, dans une première phase, de transiter de manière gravitaire un débit de 1550 litres par seconde.

De même, l’ONEE réalise une station de surpression pour porter le débit transité par cette conduite à 2500 litres par seconde, en 2ème phase, et dont la mise en service est prévue fin 2022.

Ainsi, cette première tranche du projet permettra de transférer un volume annuel d’environ 80 millions de m3 du Nord au Sud de Casablanca et d’assurer une gestion optimale des ressources en eau disponibles au niveau du barrage Sidi Mohamed Ben Abdellah et du bassin de l’Oum Er Rbiaâ.

Dans le même cadre, l’ONEE entamera en juin 2022 les travaux de la deuxième tranche de ce projet qui consisteront en le prolongement de cette nouvelle conduite sur un linéaire d’environ 7,1 km, pour desservir également le réservoir de Bouskoura. Cette deuxième tranche permettra aussi de renforcer la station de surpression en portant sa capacité à 4000 litres par seconde. Le montant de ces travaux est estimé à 120 millions de dirhams et sa mise en service est prévue en juillet 2023."
180,Flambée des prix : 16 milliards de DH supplémentaires pour la caisse de compensation,LE MATIN 09 juin 2022 à 14:03,09 juin 2022 à 14:03,"Le Conseil de gouvernement a approuvé un projet de décret pour la mobilisation de fonds supplémentaires au budget de la caisse de compensation. Ce projet, présenté par le ministre délégué chargé du budget, Fouzi Lekjaa, vient accompagner les bouleversements du marché international des produits subventionnés durant les cinq premiers mois de l'année en cours. ""Ce projet vise à poursuivre la politique du gouvernement visant à protéger le pouvoir d'achat des citoyens en maintenant le prix de vente intérieur du gaz butane, ainsi qu'à assurer la stabilité des prix du sucre et l'augmentation conséquente des dépenses de compensation par rapport aux crédits ouverts au titre de la Loi de finances de 2022. Ainsi, le gouvernement a décidé de recourir à l'ouverture de crédits supplémentaires d'un montant de 16 milliards de dirhams"", a précisé le ministre."
181,"Bac 2022 : le nombre de candidats en hausse de 8%, 1.520 centres d'examens mobilisés",LE MATIN 09 juin 2022 à 13:57,09 juin 2022 à 13:57,"Tous les préparatifs ont été mis en place concernant les examens du baccalauréat. Le nombre des candidats a enregistré une augmentation de 8% par rapport à l'année scolaire précédente. C'est ce qu'a précisé le porte-parole du gouvernement ce jeudi. Il a également indiqué que toutes les conditions pour le bon déroulement des épreuves sont prises. ""1.520 centres d'examens et de correction ont été mobilisés à travers le Royaume, avec des cellules de veille pour accompagner les différentes échéances"", a affirmé Mustapha Baitas lors du point de presse hebdomadaire à l'issue du conseil de gouvernement. ET d'ajouter qu'une vaste opération de soutien scolaire a été initiée depuis quelques mois au niveau de l’ensemble des Académies."
182,Bourita : Le gazoduc Nigeria-Maroc changera la face de l’Afrique atlantique,LE MATIN 09 juin 2022 à 13:48,09 juin 2022 à 13:48,"«Le projet de gazoduc Nigeria-Cédéao vers le Maroc et au-delà est un modèle d’intégration régionale qui changera la face de l’Afrique Atlantique», a affirmé, mercredi à Rabat, le ministre des Affaires étrangères, de la coopération africaine et des Marocains résidant à l'étranger, Nasser Bourita. «C’est un projet qui avance, qui sera un modèle d’intégration régionale et qui changera la face de l’Atlantique et cette Afrique atlantique», a souligné M. Bourita lors d’un point de presse conjoint avec le ministre nigérian des Affaires étrangères, Geoffrey Onyeama, à l’issue de leurs entretiens en marge des travaux de la première réunion ministérielle des États africains atlantiques. Parmi les autres projets structurants et stratégiques, le ministre a aussi cité celui de la construction d’une usine de fertilisants, soulignant que ces deux importants projets sont le fruit de l’impulsion donnée par les deux Chefs d’État, S.M. le Roi Mohammed VI et le Président Muhammadu Buhari, aux relations bilatérales. À cet égard, il s’est félicité des relations bilatérales excellentes, portées par les relations personnelles de confiance, d’amitié et de fraternité entre S.M. le Roi et le Président Buhari, notant que le Maroc et le Nigeria veulent construire un modèle de coopération singulier entre deux pays africains. Il s’agit d’une coopération tournée vers le concret et qui est bénéfique aux deux peuples, a-t-il dit, se félicitant de l’évolution de cette relation portée par les deux Chefs d’État. «Nous allons continuer à travailler dans le cadre de cet esprit», a assuré M. Bourita.
 "
183,Huiles de table: L'impact de la suspension des droits de douane sera minime (Professionnels),LE MATIN 09 juin 2022 à 12:00,09 juin 2022 à 12:00,"L'impact de décision de suspension des droits d'importation applicables aux graines oléagineuses et les huiles brutes de tournesol, soja et de colza demeure minime dans le contexte actuel. C'est ce qu'indique l'Association Professionnelle des Fabricants d'Huile au Maroc (APFHM) qui annonce avoir proposé un plan d'action au gouvernement pour protéger le Maroc contre la flambée des prix à l’international. L’avenir du Maroc passe par une Souveraineté Nationale en termes de culture des graines oléagineuses. C'est le constat confirmé par l’APFHM qui dit travailler conjointement avec le gouvernement pour mettre en place les mécanismes nécessaires pour assurer une meilleure production locale de graines oléagineuses. ""À terme, nous pensons que c’est le seul moyen pour protéger le Maroc contre la flambée des prix à l’international. À cet effet, plusieurs mécanismes sont à activer. Dans ce sens l’association a proposé un plan d’action au gouvernement"", indique l'association.  Concernant la décision de suspension des droits d'importation applicables aux graines oléagineuses et les huiles brutes de tournesol, soja et de colza, applicable depuis le 3 juin 2022, l'association professionnelle tient à préciser que son ""impact demeure minime"". Cette décision ""permettra d’harmoniser les droits de douane des différentes origines mais surtout à terme rendra le marché à l’import plus compétitif"", explique les professionnels. Notons qu’actuellement, 80% des importations du Maroc en huiles brutes et graines oléagineuses, sont assujetties à 0% de droits de douane, en provenance des pays signataires des accords bilatéraux comme l’Europe et les Etats Unis. Le reste des importations (20%), proviennent essentiellement des pays comme l’Argentine ou l’Ukraine avec des droits de douane de 2,5%.  L'APFHM salue toutefois les efforts fournis par le gouvernement qui œuvre quotidiennement pour assurer la souveraineté économique et alimentaire du Royaume. En effet, ""la récente décision sur la suspension des droits de douane pour les graines et huiles importées est louable, et reflète justement l’engagement continu du gouvernement envers le secteur des oléagineux"", indique l'association dans un communiqué. ""Il va sans dire, que notre secteur, figure parmi les secteurs qui ont été le plus impacté par les effets de la crise sanitaire conjugué à un sévère effet de sécheresse au niveau mondial. Les producteurs nationaux ont subi une hausse continue des cours des matières premières, depuis mars 2020. Cette situation inflationniste mondiale, couplée aux effets de la guerre en Ukraine, ont fortement et directement impacté les systèmes d’approvisionnement du marché local"", précise la même source."
184,"Sahara marocain : Le soutien au plan d'autonomie procède d'une ""vision d’Etat pour apporter la stabilité à la région"" (Pedro Sanchez)",LE MATIN 09 juin 2022 à 11:38,09 juin 2022 à 11:38,"Le soutien du gouvernement espagnol à l'initiative marocaine d'autonomie pour le Sahara s'inscrit dans une « vision d’Etat pour apporter la stabilité à l’ensemble de la région » et répond à une dynamique internationale en faveur de l’approche adoptée par le Maroc, a affirmé, mercredi, le président du gouvernement espagnol, Pedro Sanchez.

« L’Espagne doit avoir une vision d'État et apporter la stabilité à la région. (…) la position prise par le gouvernement est la meilleure pour enclencher le dialogue et régler ce conflit de longue date », a relevé M. Sanchez devant les députés du Congrès.

« La position de l'Espagne est conforme à celle de nos partenaires européens et de nombreux autres pays », a fait observer le chef de l’exécutif espagnol, rappelant que « la France soutient la proposition du Maroc depuis des années, et d'autres pays importants comme l'Allemagne, les États-Unis et les Pays-Bas s'y rallient ».

La Commission européenne (CE) et le chef de la politique étrangère de l'UE ont également exprimé leur soutien à la proposition marocaine, a-t-il assuré.

""Après tant de décennies de conflit, de nombreux pays reconnaissent que l’autonomie est la proposition la plus réaliste"", a fait valoir M. Sanchez, précisant que l’Espagne ne veut pas être un « simple spectateur » vis-à-vis du conflit du Sahara.

""L'Espagne a un intérêt particulier dans la solution de ce conflit qui ne peut plus être l'objet d'un attentisme sans fin, surtout dans le contexte géopolitique actuel », a insisté le président du gouvernement espagnol, mettant l’accent sur l’impératif de résoudre ce différend dans le cadre de l’ONU.

""Nous devons comprendre après 46 ans qu'il est nécessaire de faire évoluer nos positions et de privilégier un cadre de dialogue pour une solution concertée », a-t-il conclu."
185,Des vols vers et en provenance de France perturbés par la grève,LE MATIN 09 juin 2022 à 09:46,09 juin 2022 à 09:46,"25 % des vols sont annulés ce jeudi entre 7 et 14 heures à l'aéroport Paris-Charles de Gaulle à Roissy en raison d'un appel à la grève de plusieurs syndicats. Ce qui aura un impact certain sur les liaisons avec le Maroc. Les compagnies aériennes conseillent de consulter les agences pour s'assurer des éventuelles annulations. Grève à Roissy, pénurie de personnel dans les aéroports européens, ... Le transport aérien fait face à une poussée de fièvre de ses salariés qui se mobilisent pour leurs conditions de travail, menaçant de gripper la solide reprise du secteur. Après deux ans de pandémie de Covid-19 et la quasi mise à l'arrêt du trafic aérien en Europe, compagnies aériennes et aéroports se retrouvent exsangues face au retour massif et soudain des voyageurs dans les aérogares. Pour le syndicat français FO, ""le chaos subi depuis plusieurs semaines par les salariés travaillant sur les nombreuses plateformes aéroportuaires en France et en Europe est intolérable"".

A Paris, les personnels de l'aéroport de Roissy, l'un des plus grands en Europe, ont donc décidé de se mettre en grève jeudi pour demander une hausse de salaire de 300 euros ""sans condition, pour toutes et tous"".

Les compagnies ont été contraintes d'annuler une centaine de vols, soit un quart du programme prévu jeudi entre 7h00 et 14h00. Jusqu'ici l'aéroport de Paris-Charles de Gaulle faisait pourtant plutôt figure de bon élève par rapport à ceux d'Amsterdam-Schiphol ou Francfort, où des pénuries de personnels ont conduit à annuler des centaines de vols et des files d'attente monstre ont provoqué la colère des voyageurs. Selon la Direction générale de l'aviation civile (DGAC), rattachée au ministère de la Transition écologique, ces perturbations concerneront principalement le courts et moyens courriers, allant notamment de Paris à Genève, Amsterdam, Athènes ou Madrid. La direction assure avoir anticiper sur un possible manque d'effectifs et a demandé à la société gestionnaire de Roissy de fermer deux pistes entre 7h et 14h. La compagnie aérienne Air Arabia a déjà informé ses clients que les vols prévus pour ce jeudi 9 juin 2022 de Tanger vers Paris-CDG et de Paris-CDG vers Tanger, seront annulés en raison de mouvement social à l’aéroport de Charles-de-gaules. ""Les autres vols risquent de connaître des perturbations"", précise la compagnie."
186,Marhaba 2022 : RAM propose 6 millions de sièges sur 80 liaisons aériennes,LE MATIN 08 juin 2022 à 20:09 1650,08 juin 2022 à 20:09,"Royal Air Maroc (RAM) a renforcé son programme de vols pour la saison d'été 2022, en proposant 6 millions de sièges sur 80 liaisons aériennes à travers les quatre continents, faisant ainsi part de son engagement dans la grande mobilisation des autorités marocaines dans le cadre de l’opération Marhaba 2022, a indiqué, mardi, le directeur général de la compagnie nationale, Hamid Addou.

Dans une allocution lors d’une conférence intitulée ""Marocains du monde : Une mobilisation collective derrière SM le Roi Mohammed VI que Dieu L’assiste pour faciliter l’opération Marhaba"", organisée par la Chambre des conseillers, M. Addou a souligné que la RAM a rétabli des routes aériennes qui ont été fermées durant la crise sanitaire et ouvert de nouvelles lignes, notant que ce programme permettra de recouvrir près de 90% du réseau couvert par la RAM en 2019.

A cette occasion, M. Addou a mis en avant les mesures programmées par la RAM pour réussir le déplacement des Marocains du monde durant l’été, précisant que la compagnie assurera plus de 2,2 millions de sièges sur le continent européen qui abrite plusieurs importantes communautés de Marocains .

""Quelque 437 fréquences par semaine relieront 9 aéroports marocains à 32 aéroports du continent européen"", a-t-il précisé.

En France, 890.000 sièges seront proposés et 400 vols seront opérés par semaine sur 28 routes aériennes reliant 9 aéroports de l’Hexagone à 8 villes du Royaume, a fait savoir le DG de la RAM, ajoutant que les lignes reliant 8 aéroports marocains à Paris (CDG et Orly) offriront, à elles seules, 121 fréquences par semaine.

Sur le reste de l’Europe, 43 routes aériennes relieront 22 aéroports européens à 8 villes marocaines pour une capacité de plus de 1,3 million de sièges, a-t-il souligné, notant que la compagnie proposera ainsi 237 fréquences par semaine.

Les routes aériennes où résident de grandes communautés de Marocains du Monde et qui connaissent une forte demande en été, seront renforcées, alors que les lignes reliant Casablanca à Barcelone, Bologne, Malaga, Madrid, Bruxelles, et Milan, passeront à un double vol quotidien, a-t-il fait observer.

Et de relever qu’en Amérique du Nord, la compagnie nationale mobilisera près de 500.000 sièges, soit 6% de plus que l’offre proposée en été 2019, ajoutant que quelque 35 fréquences hebdomadaires seront mises en place sur les quatre routes aériennes reliant Casablanca à New York, Washington, Montréal et Miami.

En Afrique, la RAM a renforcé son réseau qui passera à 25 lignes aériennes et une offre de 900.000 sièges, a fait remarquer M. Addou, notant que quelque 110 fréquences par semaine seront proposées.

Ainsi, la Compagnie recouvrira progressivement le réseau dont elle disposait sur le continent avant la crise du Covid-19, a-t-il poursuivi.

Au Moyen Orient, la RAM offrira 200.000 sièges, soit une hausse de 25% par rapport à l’offre de l’été 2019, a fait savoir M. Addou, précisant que 17 fréquences seront programmées sur les six routes aériennes opérées par la compagnie reliant Casablanca à Djeddah, Riyad, Médine, Le Caire, Tel Aviv et Dubaï.

Et d’expliquer que la demande durant cette période dépasse largement l’offre du transport aérien, ce qui a conduit la compagnie nationale à renforcer sa flotte pour assurer un programme de vols intensif dans les meilleures conditions.

A cet égard, la RAM a procédé à l’affrètement d’avions auprès de compagnies de renommée internationale, a-t-il indiqué, soulignant que le recours à ces avions est effectué selon les critères et les normes de sécurité imposés par les autorités compétentes et par Royal Air Maroc.

En outre, la RAM a mobilisé ses partenaires dans l’Alliance Oneworld, où la compagnie nationale se positionne en tant qu’important membre, pour faire bénéficier les Marocains du monde de son réseau de plus de 1.000 destinations, a-t-il fait valoir, notant que ce réseau assure une forte connectivité entre les principales régions qui abritent un grand nombre des Marocains du monde et celles où se trouvent les principaux aéroports du Royaume.

Compte tenu de la particularité du voyage des Marocains du monde qui préfèrent voyager en famille, un ensemble d’offres et de facilités a été mis en place pour répondre à leur requête portant sur un produit standard et durable avec un prix très convenable aux familles résidentes à l’étranger, permettant une réduction de 20% du prix global.

Ce produit a été étoffé par des mesures souples au cours des étapes du voyage, tels que la gratuité de réservation des sièges rapprochés, l'enregistrement du bagage selon le poids global des membres de la famille, outre l’octroi de facilités de paiement pour les familles résidant en France, qui peuvent payer leurs billets d’avion en plusieurs tranches sur 3 à 4 mois, dans la perspective de généraliser cette mesure aux résidents des autres pays.

Pour réussir ce programme, le DG de la RAM a fait état de la mobilisation de l’ensemble du personnel de la RAM ainsi que l’augmentation de l’effectif des agents dans les aéroports et toutes les stations d’exploitation, dans le but d’assurer des conditions parfaites de voyage, en assistant et en guidant les voyageurs, outre l’allocation d'importants investissements pour renforcer les équipements au niveau des aéroports."
187,Ouverture prochaine d'un consulat général du Cap-Vert à Dakhla,LE MATIN 08 juin 2022 à 17:50,08 juin 2022 à 17:50,"Le ministre capverdien des Affaires étrangères, de la coopération et de l'intégration régionale, Rui Alberto De Figueiredo Soares, a annoncé, mercredi à Rabat, l'ouverture prochaine d'un consulat général de son pays à Dakhla. Dans un communiqué conjoint rendu public à l'issue de ses entretiens avec le ministre des Affaires étrangères, de la coopération africaine et des Marocains résidant à l'étranger, Nasser Bourita, en marge des travaux de la première Conférence ministérielle des États africains atlantiques, M. Rui Alberto De Figueiredo Soares a également annoncé l'installation imminente d’une ambassade résidente de la République du Cap-Vert à Rabat. Se félicitant de cette décision, M. Bourita a remercié la partie capverdienne pour son appui à la marocanité du Sahara et rappelé la participation louable de la République du Cap-Vert, au niveau de son ambassadeur à Dakar, à la Conférence ministérielle africaine sur l’appui de l’Union africaine au Processus politique des Nations unies sur le différend régional du Sahara, tenue à Marrakech le 25 mars 2019.
 "
